Date,Location,Vehicle_Model,Units_Sold,Average_Price,Customer_Sentiment
2024-05-06 00:00:00,Madrid,Audi A4,10,38988,Negative
2024-05-07 00:00:00,Madrid,Volvo XC90,8,56092,Positive
2024-05-08 00:00:00,Madrid,Mercedes-Benz C-Class,19,48646,Positive
2024-05-09 00:00:00,Madrid,Porsche 911,6,32061,Positive
2024-05-10 00:00:00,Madrid,BMW 3 Series,26,58028,Negative
2024-05-11 00:00:00,Madrid,Audi A4,12,35116,Neutral
2024-05-12 00:00:00,Madrid,Volvo XC90,6,59918,Positive
2024-05-13 00:00:00,Madrid,Mercedes-Benz C-Class,24,58237,Positive
2024-05-14 00:00:00,Madrid,Porsche 911,5,36884,Positive
2024-05-15 00:00:00,Madrid,BMW 3 Series,16,39994,Neutral
2024-05-16 00:00:00,Madrid,Audi A4,8,40497,Neutral
2024-05-17 00:00:00,Madrid,Volvo XC90,24,35693,Neutral
2024-05-18 00:00:00,Madrid,Mercedes-Benz C-Class,17,52971,Positive
2024-05-19 00:00:00,Madrid,Porsche 911,17,36773,Negative
2024-05-20 00:00:00,Madrid,BMW 3 Series,14,36708,Positive
2024-05-21 00:00:00,Madrid,Audi A4,29,39916,Positive
2024-05-22 00:00:00,Madrid,Volvo XC90,9,35409,Neutral
2024-05-23 00:00:00,Madrid,Mercedes-Benz C-Class,25,38902,Positive
2024-05-24 00:00:00,Madrid,Porsche 911,12,37064,Negative
2024-05-25 00:00:00,Madrid,BMW 3 Series,13,36667,Positive
2024-05-26 00:00:00,Madrid,Audi A4,14,56791,Neutral
2024-05-27 00:00:00,Madrid,Volvo XC90,28,47965,Positive
2024-05-28 00:00:00,Madrid,Mercedes-Benz C-Class,29,44228,Positive
2024-05-29 00:00:00,Madrid,Porsche 911,21,30481,Positive
2024-05-30 00:00:00,Madrid,BMW 3 Series,25,48775,Neutral
2024-05-31 00:00:00,Madrid,Audi A4,17,42436,Positive
2024-06-01 00:00:00,Madrid,Volvo XC90,18,35390,Positive
2024-06-02 00:00:00,Madrid,Mercedes-Benz C-Class,7,49045,Positive
2024-06-03 00:00:00,Madrid,Porsche 911,22,53242,Positive
2024-06-04 00:00:00,Madrid,BMW 3 Series,11,57467,Neutral
2024-06-05 00:00:00,Madrid,Audi A4,27,44502,Neutral
2024-06-06 00:00:00,Madrid,Volvo XC90,7,48104,Positive
2024-06-07 00:00:00,Madrid,Mercedes-Benz C-Class,14,40105,Neutral
2024-06-08 00:00:00,Madrid,Porsche 911,28,35013,Negative
2024-06-09 00:00:00,Madrid,BMW 3 Series,22,36653,Negative
2024-06-10 00:00:00,Madrid,Audi A4,21,41846,Negative
2024-06-11 00:00:00,Madrid,Volvo XC90,20,56378,Negative
2024-06-12 00:00:00,Madrid,Mercedes-Benz C-Class,14,43524,Neutral
2024-06-13 00:00:00,Madrid,Porsche 911,19,30962,Negative
2024-06-14 00:00:00,Madrid,BMW 3 Series,18,52117,Negative
2024-06-15 00:00:00,Madrid,Audi A4,12,36442,Negative
2024-06-16 00:00:00,Madrid,Volvo XC90,7,51447,Neutral
2024-06-17 00:00:00,Madrid,Mercedes-Benz C-Class,13,45556,Positive
2024-06-18 00:00:00,Madrid,Porsche 911,8,45649,Positive
2024-06-19 00:00:00,Madrid,BMW 3 Series,7,35845,Negative
2024-06-20 00:00:00,Madrid,Audi A4,16,58105,Neutral
2024-06-21 00:00:00,Madrid,Volvo XC90,28,51463,Positive
2024-06-22 00:00:00,Madrid,Mercedes-Benz C-Class,12,43026,Neutral
2024-06-23 00:00:00,Madrid,Porsche 911,26,39028,Positive
2024-06-24 00:00:00,Madrid,BMW 3 Series,11,43490,Negative
2024-06-25 00:00:00,Madrid,Audi A4,24,33921,Positive
2024-06-26 00:00:00,Madrid,Volvo XC90,7,44139,Neutral
2024-06-27 00:00:00,Madrid,Mercedes-Benz C-Class,22,44730,Positive
2024-06-28 00:00:00,Madrid,Porsche 911,12,34534,Positive
2024-06-29 00:00:00,Madrid,BMW 3 Series,5,34660,Positive
2024-06-30 00:00:00,Madrid,Audi A4,11,37664,Negative
2024-07-01 00:00:00,Madrid,Volvo XC90,27,48456,Positive
2024-07-02 00:00:00,Madrid,Mercedes-Benz C-Class,17,57463,Positive
2024-07-03 00:00:00,Madrid,Porsche 911,24,43334,Positive
2024-07-04 00:00:00,Madrid,BMW 3 Series,14,43811,Negative
2024-07-05 00:00:00,Madrid,Audi A4,21,52103,Neutral
2024-07-06 00:00:00,Madrid,Volvo XC90,17,44727,Negative
2024-07-07 00:00:00,Madrid,Mercedes-Benz C-Class,20,52371,Neutral
2024-07-08 00:00:00,Madrid,Porsche 911,20,52515,Positive
2024-07-09 00:00:00,Madrid,BMW 3 Series,23,59018,Negative
2024-07-10 00:00:00,Madrid,Audi A4,11,39833,Neutral
2024-07-11 00:00:00,Madrid,Volvo XC90,22,33820,Positive
2024-07-12 00:00:00,Madrid,Mercedes-Benz C-Class,20,37722,Neutral
2024-07-13 00:00:00,Madrid,Porsche 911,5,39631,Neutral
2024-07-14 00:00:00,Madrid,BMW 3 Series,22,44170,Negative
2024-07-15 00:00:00,Madrid,Audi A4,27,34112,Negative
2024-07-16 00:00:00,Madrid,Volvo XC90,27,51546,Positive
2024-07-17 00:00:00,Madrid,Mercedes-Benz C-Class,12,36136,Positive
2024-07-18 00:00:00,Madrid,Porsche 911,19,42089,Positive
2024-01-01 00:00:00,Barcelona,BMW 3 Series,28,38691,Negative
2024-01-02 00:00:00,Barcelona,Audi A4,27,34566,Negative
2024-01-03 00:00:00,Barcelona,Volvo XC90,5,44997,Negative
2024-01-04 00:00:00,Barcelona,Mercedes-Benz C-Class,24,41890,Negative
2024-01-05 00:00:00,Barcelona,Porsche 911,10,56254,Neutral
2024-01-06 00:00:00,Barcelona,BMW 3 Series,12,40794,Positive
2024-01-07 00:00:00,Barcelona,Audi A4,24,45451,Neutral
2024-01-08 00:00:00,Barcelona,Volvo XC90,19,46382,Neutral
2024-01-09 00:00:00,Barcelona,Mercedes-Benz C-Class,5,43052,Positive
2024-01-10 00:00:00,Barcelona,Porsche 911,29,55982,Positive
2024-01-11 00:00:00,Barcelona,BMW 3 Series,13,47912,Neutral
2024-01-12 00:00:00,Barcelona,Audi A4,28,59039,Positive
2024-01-13 00:00:00,Barcelona,Volvo XC90,29,33902,Negative
2024-01-14 00:00:00,Barcelona,Mercedes-Benz C-Class,8,41504,Neutral
2024-01-15 00:00:00,Barcelona,Porsche 911,17,46352,Positive
2024-01-16 00:00:00,Barcelona,BMW 3 Series,27,46553,Negative
2024-01-17 00:00:00,Barcelona,Audi A4,24,45900,Negative
2024-01-18 00:00:00,Barcelona,Volvo XC90,19,59618,Neutral
2024-01-19 00:00:00,Barcelona,Mercedes-Benz C-Class,24,56129,Positive
2024-01-20 00:00:00,Barcelona,Porsche 911,24,38301,Negative
2024-01-21 00:00:00,Barcelona,BMW 3 Series,20,34825,Neutral
2024-01-22 00:00:00,Barcelona,Audi A4,22,36036,Neutral
2024-01-23 00:00:00,Barcelona,Volvo XC90,20,43148,Positive
2024-01-24 00:00:00,Barcelona,Mercedes-Benz C-Class,12,37129,Negative
2024-01-25 00:00:00,Barcelona,Porsche 911,22,37529,Neutral
2024-01-26 00:00:00,Barcelona,BMW 3 Series,18,32563,Positive
2024-01-27 00:00:00,Barcelona,Audi A4,14,32153,Positive
2024-01-28 00:00:00,Barcelona,Volvo XC90,11,41136,Positive
2024-01-29 00:00:00,Barcelona,Mercedes-Benz C-Class,13,51304,Positive
2024-01-30 00:00:00,Barcelona,Porsche 911,22,50279,Negative
2024-01-31 00:00:00,Barcelona,BMW 3 Series,9,41212,Neutral
2024-02-01 00:00:00,Barcelona,Audi A4,21,46582,Positive
2024-02-02 00:00:00,Barcelona,Volvo XC90,18,56312,Positive
2024-02-03 00:00:00,Barcelona,Mercedes-Benz C-Class,15,45490,Negative
2024-02-04 00:00:00,Barcelona,Porsche 911,6,48833,Negative
2024-02-05 00:00:00,Barcelona,BMW 3 Series,17,53785,Neutral
2024-02-06 00:00:00,Barcelona,Audi A4,20,51320,Positive
2024-02-07 00:00:00,Barcelona,Volvo XC90,27,49106,Positive
2024-02-08 00:00:00,Barcelona,Mercedes-Benz C-Class,9,34043,Negative
2024-02-09 00:00:00,Barcelona,Porsche 911,12,34530,Positive
2024-02-10 00:00:00,Barcelona,BMW 3 Series,12,44853,Negative
2024-02-11 00:00:00,Barcelona,Audi A4,21,41508,Negative
2024-02-12 00:00:00,Barcelona,Volvo XC90,12,45793,Positive
2024-02-13 00:00:00,Barcelona,Mercedes-Benz C-Class,12,59614,Negative
2024-02-14 00:00:00,Barcelona,Porsche 911,19,51056,Neutral
2024-02-15 00:00:00,Barcelona,BMW 3 Series,6,53509,Neutral
2024-02-16 00:00:00,Barcelona,Audi A4,29,56213,Negative
2024-02-17 00:00:00,Barcelona,Volvo XC90,29,33913,Negative
2024-02-18 00:00:00,Barcelona,Mercedes-Benz C-Class,29,37187,Neutral
2024-02-19 00:00:00,Barcelona,Porsche 911,13,43766,Negative
2024-02-20 00:00:00,Barcelona,BMW 3 Series,13,47249,Neutral
2024-02-21 00:00:00,Barcelona,Audi A4,10,51052,Positive
2024-02-22 00:00:00,Barcelona,Volvo XC90,19,41086,Neutral
2024-02-23 00:00:00,Barcelona,Mercedes-Benz C-Class,27,44988,Positive
2024-02-24 00:00:00,Barcelona,Porsche 911,8,55900,Negative
2024-02-25 00:00:00,Barcelona,BMW 3 Series,23,36406,Neutral
2024-02-26 00:00:00,Barcelona,Audi A4,11,50631,Negative
2024-02-27 00:00:00,Barcelona,Volvo XC90,19,33466,Negative
2024-02-28 00:00:00,Barcelona,Mercedes-Benz C-Class,8,56444,Positive
2024-02-29 00:00:00,Barcelona,Porsche 911,19,49116,Positive
2024-03-01 00:00:00,Barcelona,BMW 3 Series,22,42278,Positive
2024-03-02 00:00:00,Barcelona,Audi A4,13,47854,Neutral
2024-03-03 00:00:00,Barcelona,Volvo XC90,17,54933,Neutral
2024-03-04 00:00:00,Barcelona,Mercedes-Benz C-Class,24,50051,Negative
2024-03-05 00:00:00,Barcelona,Porsche 911,10,48635,Positive
2024-03-06 00:00:00,Barcelona,BMW 3 Series,15,58871,Negative
2024-03-07 00:00:00,Barcelona,Audi A4,25,58862,Positive
2024-03-08 00:00:00,Barcelona,Volvo XC90,12,41693,Negative
2024-03-09 00:00:00,Barcelona,Mercedes-Benz C-Class,10,54547,Positive
2024-03-10 00:00:00,Barcelona,Porsche 911,29,34886,Negative
2024-03-11 00:00:00,Barcelona,BMW 3 Series,11,43425,Neutral
2024-03-12 00:00:00,Barcelona,Audi A4,16,35267,Negative
2024-03-13 00:00:00,Barcelona,Volvo XC90,19,49940,Negative
2024-03-14 00:00:00,Barcelona,Mercedes-Benz C-Class,5,53129,Negative
2024-03-15 00:00:00,Barcelona,Porsche 911,7,49511,Negative
2024-03-16 00:00:00,Barcelona,BMW 3 Series,11,30867,Neutral
2024-03-17 00:00:00,Barcelona,Audi A4,14,38757,Negative
2024-03-18 00:00:00,Barcelona,Volvo XC90,21,43452,Positive
2024-03-19 00:00:00,Barcelona,Mercedes-Benz C-Class,15,54108,Positive
2024-03-20 00:00:00,Barcelona,Porsche 911,10,34528,Neutral
2024-03-21 00:00:00,Barcelona,BMW 3 Series,15,43119,Negative
2024-03-22 00:00:00,Barcelona,Audi A4,14,41938,Positive
2024-03-23 00:00:00,Barcelona,Volvo XC90,20,59363,Neutral
2024-03-24 00:00:00,Barcelona,Mercedes-Benz C-Class,14,49851,Negative
2024-03-25 00:00:00,Barcelona,Porsche 911,28,53508,Neutral
2024-03-26 00:00:00,Barcelona,BMW 3 Series,19,45117,Negative
2024-03-27 00:00:00,Barcelona,Audi A4,27,37724,Negative
2024-03-28 00:00:00,Barcelona,Volvo XC90,21,42977,Neutral
2024-03-29 00:00:00,Barcelona,Mercedes-Benz C-Class,22,39503,Neutral
2024-03-30 00:00:00,Barcelona,Porsche 911,24,34261,Positive
2024-03-31 00:00:00,Barcelona,BMW 3 Series,8,53647,Positive
2024-04-01 00:00:00,Barcelona,Audi A4,17,46201,Negative
2024-04-02 00:00:00,Barcelona,Volvo XC90,12,55552,Positive
2024-04-03 00:00:00,Barcelona,Mercedes-Benz C-Class,28,50957,Neutral
2024-04-04 00:00:00,Barcelona,Porsche 911,18,43976,Positive
2024-04-05 00:00:00,Barcelona,BMW 3 Series,8,58108,Positive
2024-04-06 00:00:00,Barcelona,Audi A4,25,31799,Neutral
2024-04-07 00:00:00,Barcelona,Volvo XC90,26,30381,Negative
2024-04-08 00:00:00,Barcelona,Mercedes-Benz C-Class,5,50526,Neutral
2024-04-09 00:00:00,Barcelona,Porsche 911,18,45970,Negative
2024-04-10 00:00:00,Barcelona,BMW 3 Series,21,56404,Neutral
2024-04-11 00:00:00,Barcelona,Audi A4,28,48665,Negative
2024-04-12 00:00:00,Barcelona,Volvo XC90,12,31453,Neutral
2024-04-13 00:00:00,Barcelona,Mercedes-Benz C-Class,29,41917,Positive
2024-04-14 00:00:00,Barcelona,Porsche 911,10,37358,Negative
2024-04-15 00:00:00,Barcelona,BMW 3 Series,18,57125,Negative
2024-04-16 00:00:00,Barcelona,Audi A4,25,43769,Neutral
2024-04-17 00:00:00,Barcelona,Volvo XC90,15,37560,Negative
2024-04-18 00:00:00,Barcelona,Mercedes-Benz C-Class,9,55670,Positive
2024-04-19 00:00:00,Barcelona,Porsche 911,23,45426,Neutral
2024-04-20 00:00:00,Barcelona,BMW 3 Series,18,51674,Positive
2024-04-21 00:00:00,Barcelona,Audi A4,13,53605,Neutral
2024-04-22 00:00:00,Barcelona,Volvo XC90,5,47923,Positive
2024-04-23 00:00:00,Barcelona,Mercedes-Benz C-Class,27,53137,Negative
2024-04-24 00:00:00,Barcelona,Porsche 911,15,57551,Negative
2024-04-25 00:00:00,Barcelona,BMW 3 Series,22,33800,Positive
2024-04-26 00:00:00,Barcelona,Audi A4,6,34185,Neutral
2024-04-27 00:00:00,Barcelona,Volvo XC90,17,56460,Neutral
2024-04-28 00:00:00,Barcelona,Mercedes-Benz C-Class,10,44871,Negative
2024-04-29 00:00:00,Barcelona,Porsche 911,7,54372,Positive
2024-04-30 00:00:00,Barcelona,BMW 3 Series,16,38037,Negative
2024-05-01 00:00:00,Barcelona,Audi A4,20,33133,Positive
2024-05-02 00:00:00,Barcelona,Volvo XC90,15,30037,Negative
2024-05-03 00:00:00,Barcelona,Mercedes-Benz C-Class,11,51883,Positive
2024-05-04 00:00:00,Barcelona,Porsche 911,11,46368,Positive
2024-05-05 00:00:00,Barcelona,BMW 3 Series,25,46833,Negative
2024-05-06 00:00:00,Barcelona,Audi A4,14,37053,Negative
2024-05-07 00:00:00,Barcelona,Volvo XC90,7,53517,Negative
2024-05-08 00:00:00,Barcelona,Mercedes-Benz C-Class,6,34943,Negative
2024-05-09 00:00:00,Barcelona,Porsche 911,19,58502,Neutral
2024-05-10 00:00:00,Barcelona,BMW 3 Series,20,52215,Neutral
2024-05-11 00:00:00,Barcelona,Audi A4,7,35917,Neutral
2024-05-12 00:00:00,Barcelona,Volvo XC90,12,37356,Negative
2024-05-13 00:00:00,Barcelona,Mercedes-Benz C-Class,20,52592,Positive
2024-05-14 00:00:00,Barcelona,Porsche 911,5,41120,Positive
2024-05-15 00:00:00,Barcelona,BMW 3 Series,22,32354,Positive
2024-05-16 00:00:00,Barcelona,Audi A4,19,56847,Positive
2024-05-17 00:00:00,Barcelona,Volvo XC90,25,41699,Positive
2024-05-18 00:00:00,Barcelona,Mercedes-Benz C-Class,28,39121,Positive
2024-05-19 00:00:00,Barcelona,Porsche 911,10,37628,Negative
2024-05-20 00:00:00,Barcelona,BMW 3 Series,23,37671,Negative
2024-05-21 00:00:00,Barcelona,Audi A4,18,43592,Neutral
2024-05-22 00:00:00,Barcelona,Volvo XC90,26,52729,Negative
2024-05-23 00:00:00,Barcelona,Mercedes-Benz C-Class,13,59943,Negative
2024-05-24 00:00:00,Barcelona,Porsche 911,5,41645,Positive
2024-05-25 00:00:00,Barcelona,BMW 3 Series,23,35025,Negative
2024-05-26 00:00:00,Barcelona,Audi A4,24,45865,Negative
2024-05-27 00:00:00,Barcelona,Volvo XC90,21,40851,Positive
2024-05-28 00:00:00,Barcelona,Mercedes-Benz C-Class,10,42063,Negative
2024-05-29 00:00:00,Barcelona,Porsche 911,15,41311,Neutral
2024-05-30 00:00:00,Barcelona,BMW 3 Series,9,38858,Neutral
2024-05-31 00:00:00,Barcelona,Audi A4,16,48449,Negative
2024-06-01 00:00:00,Barcelona,Volvo XC90,15,42380,Negative
2024-06-02 00:00:00,Barcelona,Mercedes-Benz C-Class,11,37423,Positive
2024-06-03 00:00:00,Barcelona,Porsche 911,29,52583,Negative
2024-06-04 00:00:00,Barcelona,BMW 3 Series,12,39286,Negative
2024-06-05 00:00:00,Barcelona,Audi A4,14,55037,Positive
2024-06-06 00:00:00,Barcelona,Volvo XC90,25,54141,Positive
2024-06-07 00:00:00,Barcelona,Mercedes-Benz C-Class,5,53909,Neutral
2024-06-08 00:00:00,Barcelona,Porsche 911,20,34351,Negative
2024-06-09 00:00:00,Barcelona,BMW 3 Series,29,46875,Positive
2024-06-10 00:00:00,Barcelona,Audi A4,9,59120,Neutral
2024-06-11 00:00:00,Barcelona,Volvo XC90,9,41522,Neutral
2024-06-12 00:00:00,Barcelona,Mercedes-Benz C-Class,15,40669,Negative
2024-06-13 00:00:00,Barcelona,Porsche 911,11,33412,Negative
2024-06-14 00:00:00,Barcelona,BMW 3 Series,21,39484,Positive
2024-06-15 00:00:00,Barcelona,Audi A4,22,57842,Negative
2024-06-16 00:00:00,Barcelona,Volvo XC90,8,31909,Positive
2024-06-17 00:00:00,Barcelona,Mercedes-Benz C-Class,7,58850,Neutral
2024-06-18 00:00:00,Barcelona,Porsche 911,6,36545,Neutral
2024-06-19 00:00:00,Barcelona,BMW 3 Series,6,54580,Positive
2024-06-20 00:00:00,Barcelona,Audi A4,25,33922,Negative
2024-06-21 00:00:00,Barcelona,Volvo XC90,14,42496,Positive
2024-06-22 00:00:00,Barcelona,Mercedes-Benz C-Class,19,52373,Positive
2024-06-23 00:00:00,Barcelona,Porsche 911,6,43843,Negative
2024-06-24 00:00:00,Barcelona,BMW 3 Series,7,44768,Neutral
2024-06-25 00:00:00,Barcelona,Audi A4,21,42855,Neutral
2024-06-26 00:00:00,Barcelona,Volvo XC90,9,39707,Negative
2024-06-27 00:00:00,Barcelona,Mercedes-Benz C-Class,28,35183,Neutral
2024-06-28 00:00:00,Barcelona,Porsche 911,19,56130,Neutral
2024-06-29 00:00:00,Barcelona,BMW 3 Series,25,43480,Negative
2024-06-30 00:00:00,Barcelona,Audi A4,17,38727,Positive
2024-07-01 00:00:00,Barcelona,Volvo XC90,11,50467,Positive
2024-07-02 00:00:00,Barcelona,Mercedes-Benz C-Class,24,57768,Negative
2024-07-03 00:00:00,Barcelona,Porsche 911,24,35495,Positive
2024-07-04 00:00:00,Barcelona,BMW 3 Series,11,45045,Negative
2024-07-05 00:00:00,Barcelona,Audi A4,9,59731,Negative
2024-07-06 00:00:00,Barcelona,Volvo XC90,28,53333,Neutral
2024-07-07 00:00:00,Barcelona,Mercedes-Benz C-Class,25,51093,Positive
2024-07-08 00:00:00,Barcelona,Porsche 911,13,57917,Neutral
2024-07-09 00:00:00,Barcelona,BMW 3 Series,28,48961,Neutral
2024-07-10 00:00:00,Barcelona,Audi A4,23,59941,Negative
2024-07-11 00:00:00,Barcelona,Volvo XC90,17,55074,Neutral
2024-07-12 00:00:00,Barcelona,Mercedes-Benz C-Class,6,59853,Negative
2024-07-13 00:00:00,Barcelona,Porsche 911,23,53194,Positive
2024-07-14 00:00:00,Barcelona,BMW 3 Series,29,40508,Negative
2024-07-15 00:00:00,Barcelona,Audi A4,27,40354,Positive
2024-07-16 00:00:00,Barcelona,Volvo XC90,15,44408,Positive
2024-07-17 00:00:00,Barcelona,Mercedes-Benz C-Class,5,44642,Negative
2024-07-18 00:00:00,Barcelona,Porsche 911,29,38661,Neutral
2024-01-01 00:00:00,Valencia,BMW 3 Series,7,48404,Negative
2024-01-02 00:00:00,Valencia,Audi A4,13,59508,Negative
2024-01-03 00:00:00,Valencia,Volvo XC90,9,44760,Negative
2024-01-04 00:00:00,Valencia,Mercedes-Benz C-Class,12,49437,Negative
2024-01-05 00:00:00,Valencia,Porsche 911,24,50860,Neutral
2024-01-06 00:00:00,Valencia,BMW 3 Series,13,58211,Negative
2024-01-07 00:00:00,Valencia,Audi A4,18,34426,Neutral
2024-01-08 00:00:00,Valencia,Volvo XC90,11,43516,Neutral
2024-01-09 00:00:00,Valencia,Mercedes-Benz C-Class,25,41682,Positive
2024-01-10 00:00:00,Valencia,Porsche 911,21,44238,Negative
2024-01-11 00:00:00,Valencia,BMW 3 Series,28,52879,Negative
2024-01-12 00:00:00,Valencia,Audi A4,19,36684,Positive
2024-01-13 00:00:00,Valencia,Volvo XC90,21,39626,Negative
2024-01-14 00:00:00,Valencia,Mercedes-Benz C-Class,10,55558,Negative
2024-01-15 00:00:00,Valencia,Porsche 911,24,31655,Positive
2024-01-16 00:00:00,Valencia,BMW 3 Series,9,44343,Negative
2024-01-17 00:00:00,Valencia,Audi A4,11,55424,Positive
2024-01-18 00:00:00,Valencia,Volvo XC90,9,36452,Negative
2024-01-19 00:00:00,Valencia,Mercedes-Benz C-Class,17,54039,Positive
2024-01-20 00:00:00,Valencia,Porsche 911,28,39418,Neutral
2024-01-21 00:00:00,Valencia,BMW 3 Series,22,59900,Negative
2024-01-22 00:00:00,Valencia,Audi A4,5,34979,Positive
2024-01-23 00:00:00,Valencia,Volvo XC90,27,33121,Negative
2024-01-24 00:00:00,Valencia,Mercedes-Benz C-Class,9,51664,Positive
2024-01-25 00:00:00,Valencia,Porsche 911,16,43690,Neutral
2024-01-26 00:00:00,Valencia,BMW 3 Series,13,59509,Positive
2024-01-27 00:00:00,Valencia,Audi A4,8,53483,Negative
2024-01-28 00:00:00,Valencia,Volvo XC90,10,53738,Positive
2024-01-29 00:00:00,Valencia,Mercedes-Benz C-Class,11,34648,Neutral
2024-01-30 00:00:00,Valencia,Porsche 911,23,31816,Neutral
2024-01-31 00:00:00,Valencia,BMW 3 Series,14,57511,Neutral
2024-02-01 00:00:00,Valencia,Audi A4,15,33821,Negative
2024-02-02 00:00:00,Valencia,Volvo XC90,8,34071,Neutral
2024-02-03 00:00:00,Valencia,Mercedes-Benz C-Class,5,40290,Negative
2024-02-04 00:00:00,Valencia,Porsche 911,14,58921,Positive
2024-02-05 00:00:00,Valencia,BMW 3 Series,17,44123,Negative
2024-02-06 00:00:00,Valencia,Audi A4,24,30135,Positive
2024-02-07 00:00:00,Valencia,Volvo XC90,17,51466,Negative
2024-02-08 00:00:00,Valencia,Mercedes-Benz C-Class,14,40880,Positive
2024-02-09 00:00:00,Valencia,Porsche 911,6,45758,Positive
2024-02-10 00:00:00,Valencia,BMW 3 Series,9,48788,Positive
2024-02-11 00:00:00,Valencia,Audi A4,19,50326,Negative
2024-02-12 00:00:00,Valencia,Volvo XC90,25,44381,Negative
2024-02-13 00:00:00,Valencia,Mercedes-Benz C-Class,21,48768,Positive
2024-02-14 00:00:00,Valencia,Porsche 911,13,51684,Positive
2024-02-15 00:00:00,Valencia,BMW 3 Series,19,34650,Negative
2024-02-16 00:00:00,Valencia,Audi A4,17,45537,Negative
2024-02-17 00:00:00,Valencia,Volvo XC90,25,50278,Negative
2024-02-18 00:00:00,Valencia,Mercedes-Benz C-Class,9,38861,Negative
2024-02-19 00:00:00,Valencia,Porsche 911,14,34640,Positive
2024-02-20 00:00:00,Valencia,BMW 3 Series,14,48739,Positive
2024-02-21 00:00:00,Valencia,Audi A4,7,40280,Negative
2024-02-22 00:00:00,Valencia,Volvo XC90,10,35940,Negative
2024-02-23 00:00:00,Valencia,Mercedes-Benz C-Class,6,45787,Positive
2024-02-24 00:00:00,Valencia,Porsche 911,18,55381,Neutral
2024-02-25 00:00:00,Valencia,BMW 3 Series,25,57285,Negative
2024-02-26 00:00:00,Valencia,Audi A4,23,30648,Negative
2024-02-27 00:00:00,Valencia,Volvo XC90,29,35211,Negative
2024-02-28 00:00:00,Valencia,Mercedes-Benz C-Class,29,42584,Negative
2024-02-29 00:00:00,Valencia,Porsche 911,9,32241,Negative
2024-03-01 00:00:00,Valencia,BMW 3 Series,15,45777,Negative
2024-03-02 00:00:00,Valencia,Audi A4,21,33539,Neutral
2024-03-03 00:00:00,Valencia,Volvo XC90,28,52796,Neutral
2024-03-04 00:00:00,Valencia,Mercedes-Benz C-Class,7,47777,Neutral
2024-03-05 00:00:00,Valencia,Porsche 911,5,35835,Neutral
2024-03-06 00:00:00,Valencia,BMW 3 Series,20,30863,Negative
2024-03-07 00:00:00,Valencia,Audi A4,18,55540,Positive
2024-03-08 00:00:00,Valencia,Volvo XC90,11,58689,Neutral
2024-03-09 00:00:00,Valencia,Mercedes-Benz C-Class,26,39590,Positive
2024-03-10 00:00:00,Valencia,Porsche 911,19,33370,Neutral
2024-03-11 00:00:00,Valencia,BMW 3 Series,13,53977,Negative
2024-03-12 00:00:00,Valencia,Audi A4,29,36109,Neutral
2024-03-13 00:00:00,Valencia,Volvo XC90,9,51423,Neutral
2024-03-14 00:00:00,Valencia,Mercedes-Benz C-Class,16,49667,Positive
2024-03-15 00:00:00,Valencia,Porsche 911,7,32925,Neutral
2024-03-16 00:00:00,Valencia,BMW 3 Series,26,48016,Neutral
2024-03-17 00:00:00,Valencia,Audi A4,16,38115,Positive
2024-03-18 00:00:00,Valencia,Volvo XC90,13,38686,Negative
2024-03-19 00:00:00,Valencia,Mercedes-Benz C-Class,6,36968,Negative
2024-03-20 00:00:00,Valencia,Porsche 911,27,47836,Neutral
2024-03-21 00:00:00,Valencia,BMW 3 Series,9,45958,Positive
2024-03-22 00:00:00,Valencia,Audi A4,15,46431,Positive
2024-03-23 00:00:00,Valencia,Volvo XC90,5,56071,Neutral
2024-03-24 00:00:00,Valencia,Mercedes-Benz C-Class,11,56649,Negative
2024-03-25 00:00:00,Valencia,Porsche 911,6,54651,Neutral
2024-03-26 00:00:00,Valencia,BMW 3 Series,25,33615,Negative
2024-03-27 00:00:00,Valencia,Audi A4,22,52450,Neutral
2024-03-28 00:00:00,Valencia,Volvo XC90,5,44577,Positive
2024-03-29 00:00:00,Valencia,Mercedes-Benz C-Class,27,50970,Neutral
2024-03-30 00:00:00,Valencia,Porsche 911,13,34526,Positive
2024-03-31 00:00:00,Valencia,BMW 3 Series,29,55688,Positive
2024-04-01 00:00:00,Valencia,Audi A4,13,42301,Positive
2024-04-02 00:00:00,Valencia,Volvo XC90,23,36092,Negative
2024-04-03 00:00:00,Valencia,Mercedes-Benz C-Class,16,46488,Negative
2024-04-04 00:00:00,Valencia,Porsche 911,5,40925,Neutral
2024-04-05 00:00:00,Valencia,BMW 3 Series,28,50360,Neutral
2024-04-06 00:00:00,Valencia,Audi A4,5,39144,Positive
2024-04-07 00:00:00,Valencia,Volvo XC90,20,49003,Neutral
2024-04-08 00:00:00,Valencia,Mercedes-Benz C-Class,26,32917,Neutral
2024-04-09 00:00:00,Valencia,Porsche 911,8,42343,Positive
2024-04-10 00:00:00,Valencia,BMW 3 Series,7,49870,Negative
2024-04-11 00:00:00,Valencia,Audi A4,10,53332,Negative
2024-04-12 00:00:00,Valencia,Volvo XC90,21,38204,Negative
2024-04-13 00:00:00,Valencia,Mercedes-Benz C-Class,7,33511,Positive
2024-04-14 00:00:00,Valencia,Porsche 911,15,51475,Positive
2024-04-15 00:00:00,Valencia,BMW 3 Series,26,54908,Negative
2024-04-16 00:00:00,Valencia,Audi A4,9,43943,Negative
